,total,available_cells,max_tile,monotonic,smoothness,merge_pairs,merge_score,center_edges_diff,max_tile_in_corner,depth,pruned,elapsed_time
348,-5.0,3,0,2,-26.0,3,4.0,12.0,0.0,82,0,0.204854
349,3.0,3,0,2,-27.0,2,4.0,12.0,9.0,102,0,0.205686
350,-6.0,4,0,1,-28.0,1,1.0,7.0,9.0,94,0,0.200463
351,-4.0,4,0,0,-28.0,1,2.0,9.0,9.0,102,0,0.205836
352,1.0,4,0,1,-25.0,2,3.0,9.0,9.0,90,0,0.205905
353,7.0,5,0,1,-23.0,1,4.0,11.0,9.0,94,0,0.204748
354,3.0,5,0,2,-25.0,1,1.0,11.0,9.0,86,0,0.203168
355,3.0,5,0,1,-24.0,0,0.0,12.0,9.0,94,0,0.201178
356,2.0,4,0,2,-25.0,1,1.0,11.0,9.0,86,0,0.203033
357,0.0,4,0,1,-29.0,2,4.0,11.0,9.0,98,0,0.200204
358,-1.0,4,0,1,-30.0,1,3.0,12.0,9.0,118,0,0.20556
359,-2.0,4,0,1,-31.0,2,2.0,13.0,9.0,94,0,0.200318
360,-2.0,4,0,1,-30.0,1,1.0,13.0,9.0,118,0,0.207274
361,6.0,4,0,1,-25.0,2,4.0,13.0,9.0,82,0,0.200214
362,-3.0,4,0,3,-30.0,0,0.0,11.0,9.0,114,0,0.202189
363,-3.0,3,0,2,-31.0,1,2.0,12.0,9.0,118,0,0.20488
364,-5.0,3,0,2,-31.0,1,1.0,11.0,9.0,142,0,0.205348
365,-3.0,3,0,3,-30.0,1,1.0,11.0,9.0,122,0,0.205564
366,-1.0,3,0,3,-29.0,1,2.0,11.0,9.0,138,0,0.201326
367,-4.0,3,0,3,-30.0,0,0.0,11.0,9.0,150,0,0.205269
368,-3.0,2,0,3,-31.0,2,2.0,12.0,9.0,142,0,0.202042
369,-5.0,2,0,1,-32.0,2,5.0,10.0,9.0,122,0,0.202961
370,-7.0,3,0,2,-32.0,1,3.0,8.0,9.0,134,0,0.203268
371,0.0,3,0,1,-30.0,4,10.0,7.0,9.0,98,0,0.206681
372,-1.0,4,0,0,-29.0,2,6.0,9.0,9.0,94,0,0.202875
373,0.0,5,0,0,-32.0,2,8.0,10.0,9.0,86,0,0.200775
374,0.0,5,0,0,-28.0,2,8.0,6.0,9.0,74,0,0.204996
375,6.0,6,0,1,-22.0,1,2.0,10.0,9.0,82,0,0.20402
376,5.0,5,0,0,-21.0,2,3.0,9.0,9.0,78,0,0.205135
377,6.0,6,0,0,-20.0,1,1.0,10.0,9.0,70,0,0.216452
378,8.0,6,0,0,-20.0,1,2.0,11.0,9.0,82,0,0.205777
379,7.0,6,0,1,-20.0,1,1.0,10.0,9.0,74,0,0.206773
380,7.0,6,0,0,-20.0,1,2.0,10.0,9.0,74,0,0.204097
381,13.0,6,0,0,-19.0,2,6.0,11.0,9.0,78,0,0.20422
382,7.0,6,0,0,-23.0,1,4.0,11.0,9.0,90,0,0.203282
383,7.0,6,0,1,-22.0,1,1.0,12.0,9.0,94,0,0.209161
384,7.0,6,0,1,-25.0,1,2.0,14.0,9.0,74,0,0.207346
385,6.0,5,0,1,-26.0,2,3.0,14.0,9.0,86,0,0.200876
386,8.0,5,0,1,-26.0,2,4.0,15.0,9.0,70,0,0.200767
387,1.0,5,0,0,-27.0,0,0.0,14.0,9.0,110,0,0.207373
388,-1.0,4,0,0,-28.0,0,0.0,14.0,9.0,86,0,0.201985
389,5.0,3,0,1,-25.0,1,1.0,16.0,9.0,138,0,0.203758
390,8.0,3,0,1,-26.0,3,5.0,16.0,9.0,106,0,0.208263
391,8.0,4,0,1,-24.0,2,4.0,14.0,9.0,114,0,0.200027
392,3.0,5,0,1,-26.0,0,0.0,14.0,9.0,98,0,0.201183
393,4.0,4,0,1,-26.0,1,1.0,15.0,9.0,106,0,0.203506
394,5.0,4,0,1,-26.0,1,2.0,15.0,9.0,102,0,0.201859
395,1.0,3,0,0,-27.0,2,3.0,13.0,9.0,70,0,0.206242
396,-1.0,4,0,2,-24.0,0,0.0,8.0,9.0,122,0,0.203026
397,-1.0,3,0,1,-24.0,2,2.0,8.0,9.0,90,0,0.202502
398,3.0,3,0,2,-24.0,2,4.0,9.0,9.0,106,0,0.200419
399,3.0,3,0,1,-26.0,2,6.0,10.0,9.0,94,0,0.202881
400,3.0,3,0,2,-26.0,2,5.0,10.0,9.0,142,0,0.203567
401,17.0,4,0,1,-19.0,4,11.0,11.0,9.0,90,0,0.209259
402,25.0,5,0,2,-17.0,4,13.0,13.0,9.0,78,0,0.206585
403,23.0,5,0,2,-20.0,4,14.0,13.0,9.0,90,0,0.205092
404,21.0,5,0,2,-18.0,4,10.0,13.0,9.0,90,0,0.20206
405,18.0,5,0,2,-19.0,2,8.0,13.0,9.0,102,0,0.207198
406,18.0,4,0,2,-20.0,3,9.0,14.0,9.0,86,0,0.207377
407,21.0,4,0,2,-19.0,4,11.0,14.0,9.0,86,0,0.200532
408,19.0,5,0,3,-19.0,2,8.0,13.0,9.0,74,0,0.204494
409,16.0,6,0,2,-20.0,2,4.0,15.0,9.0,82,0,0.207278
410,19.0,6,0,1,-19.0,2,5.0,17.0,9.0,58,0,0.206456
411,22.0,6,0,1,-18.0,3,7.0,17.0,9.0,74,0,0.206376
412,21.0,7,0,2,-18.0,1,4.0,17.0,9.0,82,0,0.201283
413,14.0,7,0,4,-20.0,0,0.0,14.0,9.0,82,0,0.203235
414,-5.0,6,0,0,-20.0,2,2.0,7.0,0.0,70,0,0.201713
415,12.0,6,0,4,-22.0,0,0.0,15.0,9.0,82,0,0.208304
416,5.0,5,0,1,-18.0,0,0.0,8.0,9.0,114,0,0.205212
417,9.0,4,0,4,-24.0,1,1.0,15.0,9.0,82,0,0.202432
418,14.0,4,0,3,-22.0,3,6.0,14.0,9.0,74,0,0.205917
419,16.0,5,0,2,-20.0,3,7.0,13.0,9.0,78,0,0.200767
420,14.0,6,0,3,-19.0,0,0.0,15.0,9.0,78,0,0.200826
421,13.0,5,0,3,-20.0,1,1.0,15.0,9.0,90,0,0.205039
422,18.0,5,0,3,-18.0,2,3.0,16.0,9.0,86,0,0.200665
423,15.0,5,0,4,-20.0,1,2.0,15.0,9.0,98,0,0.205338
424,14.0,5,0,4,-20.0,1,1.0,15.0,9.0,66,0,0.203913
425,13.0,5,0,4,-20.0,0,0.0,15.0,9.0,98,0,0.201354
426,8.0,4,0,1,-22.0,2,6.0,10.0,9.0,54,0,0.20135
427,8.0,5,0,1,-24.0,2,8.0,9.0,9.0,66,0,0.202514
428,14.0,4,0,1,-20.0,5,11.0,9.0,9.0,58,0,0.211776
429,9.0,4,0,2,-26.0,2,8.0,12.0,9.0,66,0,0.202418
430,10.0,3,0,1,-25.0,4,10.0,12.0,9.0,66,0,0.201945
431,8.0,3,0,3,-26.0,2,8.0,11.0,9.0,82,0,0.20934
432,10.0,2,0,2,-24.0,5,12.0,9.0,9.0,54,0,0.213236
433,10.0,6,0,2,-20.0,1,2.0,11.0,9.0,74,0,0.203959
434,5.0,5,0,1,-24.0,0,0.0,14.0,9.0,86,0,0.209151
435,4.0,4,0,1,-24.0,0,0.0,14.0,9.0,114,0,0.200762
436,1.0,3,0,2,-26.0,0,0.0,13.0,9.0,134,0,0.202388
437,3.0,2,0,2,-27.0,2,2.0,15.0,9.0,94,0,0.204882
438,4.0,2,0,3,-26.0,2,3.0,13.0,9.0,118,0,0.200788
439,6.0,2,0,3,-25.0,2,4.0,13.0,9.0,138,0,0.204674
440,6.0,2,0,2,-26.0,3,7.0,12.0,9.0,130,0,0.205581
441,5.0,3,0,3,-26.0,2,4.0,12.0,9.0,118,0,0.205315
442,5.0,3,0,4,-26.0,2,3.0,12.0,9.0,78,0,0.205465
443,8.0,3,0,4,-24.0,2,4.0,12.0,9.0,118,0,0.207035
444,7.0,3,0,3,-23.0,2,4.0,11.0,9.0,106,0,0.201467
445,12.0,3,0,3,-22.0,3,7.0,12.0,9.0,106,1,0.200646
446,10.0,4,0,5,-22.0,1,3.0,11.0,9.0,118,0,0.206134
447,17.0,4,0,1,-22.0,4,15.0,10.0,9.0,74,0,0.208325
448,11.0,7,0,1,-22.0,1,2.0,14.0,9.0,78,0,0.201413
449,17.0,7,0,1,-15.0,1,1.0,14.0,9.0,70,0,0.214728
450,12.0,6,0,3,-20.0,1,1.0,13.0,9.0,90,0,0.205055
451,10.0,6,0,3,-22.0,0,0.0,14.0,9.0,62,0,0.200811
452,9.0,5,0,3,-23.0,1,1.0,14.0,9.0,102,0,0.206673
453,12.0,5,0,3,-22.0,2,3.0,14.0,9.0,90,0,0.20109
454,15.0,6,0,1,-20.0,1,3.0,16.0,9.0,78,0,0.205945
455,16.0,5,0,1,-18.0,2,4.0,15.0,9.0,82,0,0.206414
456,14.0,6,0,3,-20.0,1,2.0,14.0,9.0,86,0,0.201014
457,17.0,6,0,2,-16.0,0,0.0,16.0,9.0,90,0,0.202442
458,13.0,5,0,3,-21.0,1,2.0,15.0,9.0,106,0,0.205303
459,16.0,5,0,3,-16.0,1,1.0,14.0,9.0,106,0,0.205272
460,19.0,5,0,3,-15.0,1,2.0,15.0,9.0,70,0,0.203153
461,18.0,5,0,2,-16.0,1,3.0,15.0,9.0,70,0,0.212897
462,20.0,5,0,2,-16.0,2,5.0,15.0,9.0,74,0,0.2108
463,21.0,5,0,2,-20.0,3,11.0,14.0,9.0,62,0,0.202588
464,14.0,6,0,2,-19.0,0,0.0,16.0,9.0,86,0,0.205991
465,15.0,5,0,3,-20.0,1,1.0,17.0,9.0,86,0,0.203462
466,13.0,5,0,3,-20.0,0,0.0,16.0,9.0,110,0,0.202338
467,9.0,4,0,2,-22.0,2,3.0,13.0,9.0,98,0,0.203093
468,15.0,4,0,3,-23.0,3,5.0,17.0,9.0,78,0,0.200226
469,17.0,5,0,2,-19.0,1,2.0,18.0,9.0,106,0,0.20721
470,14.0,5,0,3,-24.0,1,3.0,18.0,9.0,66,0,0.208977
471,15.0,4,0,2,-24.0,3,5.0,19.0,9.0,90,0,0.209518
472,14.0,4,0,3,-24.0,2,4.0,18.0,9.0,90,0,0.200028
473,16.0,4,0,2,-23.0,2,5.0,19.0,9.0,82,0,0.209473
474,15.0,3,0,3,-24.0,2,5.0,19.0,9.0,90,0,0.202083
475,13.0,4,0,3,-23.0,2,4.0,16.0,9.0,78,0,0.200441
476,12.0,5,0,2,-23.0,1,2.0,17.0,9.0,86,0,0.201407
477,12.0,5,0,3,-23.0,1,1.0,17.0,9.0,78,0,0.205007
478,11.0,5,0,3,-23.0,0,0.0,17.0,9.0,102,0,0.204991
479,13.0,4,0,4,-24.0,2,3.0,17.0,9.0,78,0,0.200747
480,19.0,4,0,3,-19.0,3,8.0,14.0,9.0,90,0,0.211916
481,17.0,5,0,3,-18.0,1,3.0,15.0,9.0,90,0,0.2077
482,17.0,5,0,2,-16.0,2,2.0,15.0,9.0,90,0,0.200601
483,13.0,5,0,3,-20.0,1,2.0,14.0,9.0,94,0,0.203901
484,14.0,5,0,4,-18.0,0,0.0,14.0,9.0,110,0,0.206153
485,7.0,4,0,4,-22.0,1,1.0,11.0,9.0,114,0,0.201932
486,13.0,4,0,4,-19.0,0,0.0,15.0,9.0,122,0,0.208607
487,8.0,3,0,3,-24.0,1,1.0,16.0,9.0,122,0,0.201093
488,10.0,3,0,4,-23.0,1,2.0,15.0,9.0,118,0,0.20541
489,12.0,3,0,3,-22.0,1,3.0,16.0,9.0,134,0,0.203253
490,7.0,2,0,4,-27.0,1,3.0,16.0,9.0,114,0,0.20439
491,8.0,1,0,4,-27.0,3,5.0,16.0,9.0,178,0,0.201645
492,7.0,1,0,3,-27.0,2,4.0,17.0,9.0,134,0,0.200593
493,9.0,1,0,4,-26.0,2,5.0,16.0,9.0,210,0,0.202206
494,2.0,2,0,3,-29.0,0,0.0,17.0,9.0,178,2,0.200228
495,4.0,1,0,4,-29.0,2,2.0,17.0,9.0,178,0,0.20292
496,3.0,1,0,4,-30.0,1,2.0,17.0,9.0,182,0,0.200569
497,4.0,1,0,2,-30.0,3,5.0,17.0,9.0,106,0,0.200174
498,10.0,2,0,3,-28.0,3,9.0,15.0,9.0,138,0,0.204385
499,8.0,3,0,4,-26.0,1,1.0,17.0,9.0,86,3,0.200852
500,6.0,3,0,4,-28.0,1,2.0,16.0,9.0,138,0,0.200253
501,10.0,3,0,2,-24.0,1,5.0,15.0,9.0,78,0,0.203988
502,14.0,3,0,3,-24.0,2,7.0,16.0,9.0,138,0,0.204147
503,9.0,4,0,4,-26.0,1,1.0,17.0,9.0,94,0,0.202667
504,14.0,4,0,2,-22.0,3,11.0,10.0,9.0,90,0,0.201853
505,18.0,5,0,2,-22.0,2,10.0,14.0,9.0,94,0,0.204991
506,23.0,6,0,0,-18.0,3,13.0,13.0,9.0,74,0,0.210556
507,25.0,6,0,2,-18.0,4,15.0,11.0,9.0,58,0,0.210324
508,25.0,6,0,1,-18.0,4,15.0,12.0,9.0,74,0,0.208273
509,22.0,6,0,2,-19.0,2,13.0,11.0,9.0,86,0,0.205855
510,21.0,5,0,3,-20.0,2,13.0,11.0,9.0,98,0,0.204024
511,18.0,4,0,2,-22.0,3,14.0,11.0,9.0,94,0,0.206938
512,23.0,4,0,2,-20.0,4,17.0,11.0,9.0,90,0,0.205548
513,22.0,4,0,2,-20.0,4,17.0,10.0,9.0,62,0,0.20108
514,25.0,5,0,2,-18.0,3,15.0,12.0,9.0,90,0,0.207866
515,19.0,5,0,3,-22.0,2,13.0,11.0,9.0,70,0,0.206545
516,11.0,6,0,4,-19.0,1,1.0,9.0,10.0,82,0,0.209543
517,12.0,6,0,5,-18.0,0,0.0,9.0,10.0,90,0,0.206069
518,14.0,5,0,1,-15.0,2,7.0,6.0,10.0,82,0,0.209809
519,16.0,4,0,1,-15.0,4,9.0,7.0,10.0,78,0,0.203927
520,13.0,4,0,1,-16.0,2,7.0,7.0,10.0,90,0,0.202208
521,12.0,5,0,0,-18.0,3,6.0,9.0,10.0,90,0,0.207707
522,8.0,5,0,0,-22.0,2,5.0,10.0,10.0,82,0,0.209107
523,8.0,6,0,2,-20.0,1,1.0,9.0,10.0,70,0,0.210288
524,11.0,6,0,2,-20.0,3,4.0,9.0,10.0,46,0,0.204974
525,15.0,6,0,1,-16.0,1,4.0,10.0,10.0,78,0,0.202766
526,11.0,6,0,2,-21.0,1,2.0,12.0,10.0,90,0,0.209202
527,20.0,6,0,3,-16.0,3,5.0,12.0,10.0,70,0,0.207274
528,21.0,6,0,2,-15.0,3,6.0,12.0,10.0,70,0,0.208971
529,14.0,5,0,2,-22.0,3,6.0,13.0,10.0,66,0,0.207764
530,20.0,5,0,3,-16.0,3,6.0,12.0,10.0,78,0,0.210196
531,14.0,7,0,3,-17.0,0,0.0,11.0,10.0,78,0,0.200677
532,10.0,6,0,2,-18.0,1,1.0,9.0,10.0,70,0,0.204882
533,14.0,6,0,2,-17.0,2,4.0,9.0,10.0,70,0,0.207207
534,9.0,6,0,2,-22.0,0,0.0,13.0,10.0,94,0,0.201837
535,8.0,5,0,2,-24.0,1,1.0,14.0,10.0,94,0,0.2077
536,7.0,5,0,2,-24.0,0,0.0,14.0,10.0,106,0,0.212799
537,6.0,4,0,2,-25.0,1,1.0,14.0,10.0,94,0,0.207844
538,5.0,4,0,2,-26.0,1,2.0,13.0,10.0,78,0,0.209999
539,7.0,4,0,1,-26.0,2,4.0,14.0,10.0,102,0,0.205719
540,7.0,4,0,2,-26.0,2,5.0,12.0,10.0,70,0,0.201112
541,8.0,4,0,2,-25.0,3,6.0,11.0,10.0,94,0,0.200676
542,3.0,5,0,1,-28.0,1,2.0,13.0,10.0,86,0,0.2026
543,8.0,4,0,2,-24.0,2,3.0,13.0,10.0,82,0,0.213869
544,15.0,5,0,1,-20.0,3,6.0,13.0,10.0,106,0,0.206854
545,18.0,7,0,1,-16.0,0,0.0,16.0,10.0,62,0,0.212932
546,9.0,6,0,2,-24.0,0,0.0,15.0,10.0,90,0,0.208185
547,10.0,5,0,1,-24.0,2,2.0,16.0,10.0,78,0,0.20921
548,9.0,5,0,1,-25.0,1,2.0,16.0,10.0,106,0,0.206591
549,13.0,5,0,3,-21.0,2,2.0,14.0,10.0,86,0,0.209056
550,14.0,5,0,4,-20.0,1,1.0,14.0,10.0,106,0,0.207098
551,8.0,5,0,1,-23.0,2,7.0,8.0,10.0,70,0,0.206077
552,19.0,6,0,0,-20.0,3,12.0,11.0,10.0,70,0,0.200077
553,11.0,6,0,2,-24.0,1,6.0,11.0,10.0,82,0,0.206895
554,9.0,6,0,1,-20.0,3,3.0,9.0,10.0,66,0,0.217395
555,10.0,7,0,3,-19.0,0,0.0,9.0,10.0,78,0,0.2091
556,6.0,6,0,1,-21.0,1,1.0,9.0,10.0,62,0,0.209657
557,7.0,5,0,1,-22.0,2,3.0,10.0,10.0,90,0,0.202557
558,13.0,5,0,1,-17.0,3,5.0,9.0,10.0,78,0,0.205776
559,12.0,6,0,0,-20.0,3,7.0,9.0,10.0,90,0,0.206356
560,16.0,8,0,2,-16.0,0,0.0,12.0,10.0,70,0,0.203679
561,15.0,7,0,3,-18.0,0,0.0,13.0,10.0,78,0,0.204427
562,12.0,6,0,4,-19.0,0,0.0,11.0,10.0,82,0,0.208581
563,12.0,5,0,4,-20.0,1,1.0,12.0,10.0,78,0,0.205283
564,12.0,5,0,3,-20.0,1,2.0,12.0,10.0,78,0,0.201045
565,13.0,5,0,5,-20.0,2,2.0,11.0,10.0,66,0,0.206387
566,14.0,5,0,4,-19.0,2,2.0,12.0,10.0,58,0,0.212723
567,14.0,5,0,5,-18.0,1,1.0,11.0,10.0,78,0,0.202569
568,16.0,5,0,4,-18.0,2,4.0,11.0,10.0,66,0,0.205917
569,9.0,5,0,1,-21.0,2,5.0,9.0,10.0,82,0,0.209255
570,11.0,5,0,0,-20.0,3,7.0,9.0,10.0,78,0,0.200652
571,8.0,5,0,2,-24.0,2,5.0,10.0,10.0,86,0,0.201527
572,10.0,5,0,2,-23.0,2,5.0,11.0,10.0,90,0,0.206863
573,9.0,5,0,2,-22.0,1,4.0,10.0,10.0,90,0,0.208478
574,8.0,4,0,2,-24.0,2,5.0,11.0,10.0,102,0,0.207911
575,11.0,4,0,1,-23.0,3,8.0,11.0,10.0,70,0,0.20175
576,10.0,4,0,2,-24.0,2,7.0,11.0,10.0,90,0,0.207032
577,12.0,3,0,3,-24.0,4,9.0,11.0,10.0,58,0,0.20865
578,11.0,3,0,1,-24.0,3,9.0,12.0,10.0,94,0,0.20815
579,1.0,5,0,2,-28.0,0,0.0,12.0,10.0,82,0,0.201432
580,3.0,4,0,1,-26.0,2,2.0,12.0,10.0,102,0,0.204204
581,0.0,4,0,1,-28.0,1,1.0,12.0,10.0,118,0,0.200131
582,4.0,4,0,3,-27.0,0,0.0,14.0,10.0,122,0,0.203967
583,3.0,3,0,3,-27.0,1,1.0,13.0,10.0,118,0,0.20447
584,5.0,3,0,4,-27.0,1,2.0,13.0,10.0,150,0,0.202905
585,6.0,3,0,1,-27.0,3,9.0,10.0,10.0,90,0,0.20032
586,4.0,5,0,2,-23.0,0,0.0,10.0,10.0,98,0,0.202921
587,7.0,4,0,3,-26.0,1,2.0,14.0,10.0,106,0,0.205853
588,8.0,4,0,2,-27.0,2,4.0,15.0,10.0,82,0,0.20415
589,12.0,5,0,1,-20.0,1,4.0,12.0,10.0,90,0,0.200897
590,12.0,5,0,2,-19.0,2,2.0,12.0,10.0,78,0,0.207773
591,15.0,5,0,2,-19.0,2,3.0,14.0,10.0,82,0,0.209717
592,15.0,6,0,3,-17.0,0,0.0,13.0,10.0,86,0,0.206221
593,15.0,5,0,3,-17.0,2,2.0,12.0,10.0,86,0,0.200155
594,16.0,5,0,4,-17.0,1,2.0,12.0,10.0,110,0,0.205484
595,10.0,5,0,2,-24.0,1,3.0,14.0,10.0,82,0,0.205937
596,12.0,5,0,3,-23.0,2,5.0,12.0,10.0,90,0,0.208992
597,15.0,5,0,2,-20.0,1,4.0,14.0,10.0,86,0,0.211005
598,12.0,4,0,2,-23.0,3,6.0,13.0,10.0,90,0,0.207055
599,16.0,4,0,2,-22.0,3,7.0,15.0,10.0,74,0,0.206898
600,17.0,4,0,1,-22.0,4,10.0,14.0,10.0,78,0,0.201703
601,13.0,4,0,1,-23.0,2,5.0,16.0,10.0,78,0,0.205469
602,18.0,4,0,1,-22.0,3,8.0,17.0,10.0,90,0,0.206634
603,15.0,4,0,1,-24.0,2,7.0,17.0,10.0,74,0,0.204553
604,15.0,3,0,1,-24.0,4,9.0,16.0,10.0,66,0,0.213265
605,15.0,3,0,1,-24.0,3,9.0,16.0,10.0,90,0,0.207633
606,12.0,2,0,2,-27.0,4,10.0,15.0,10.0,102,0,0.20499
607,14.0,2,0,2,-26.0,4,11.0,15.0,10.0,62,0,0.215135
608,11.0,2,0,2,-28.0,3,10.0,15.0,10.0,110,0,0.202469
609,7.0,2,0,2,-29.0,3,6.0,16.0,10.0,102,0,0.204786
610,4.0,2,0,2,-30.0,1,4.0,16.0,10.0,146,0,0.200838
611,3.0,1,0,1,-31.0,2,5.0,17.0,10.0,126,0,0.202312
612,0.0,2,0,1,-32.0,2,4.0,15.0,10.0,138,0,0.203894
613,1.0,2,0,3,-32.0,2,4.0,14.0,10.0,106,0,0.206928
614,2.0,3,0,2,-30.0,2,5.0,12.0,10.0,146,0,0.202366
615,13.0,4,0,1,-24.0,3,9.0,13.0,10.0,58,0,0.201033
616,16.0,5,0,2,-23.0,3,9.0,13.0,10.0,82,0,0.206317
617,24.0,6,0,1,-19.0,2,9.0,17.0,10.0,74,0,0.207216
618,25.0,5,0,2,-20.0,3,11.0,17.0,10.0,86,0,0.202204
619,23.0,5,0,1,-20.0,3,10.0,17.0,10.0,70,0,0.20549
620,26.0,5,0,1,-19.0,4,13.0,16.0,10.0,86,0,0.203665
621,24.0,5,0,3,-21.0,3,11.0,16.0,10.0,106,0,0.205276
622,19.0,7,0,2,-16.0,2,4.0,12.0,10.0,62,0,0.20487
623,17.0,7,0,2,-18.0,1,3.0,13.0,10.0,82,0,0.208524
624,26.0,7,0,1,-12.0,2,5.0,15.0,10.0,62,0,0.207027
625,23.0,8,0,1,-15.0,1,2.0,17.0,10.0,66,0,0.203409
626,15.0,7,0,1,-22.0,1,2.0,17.0,10.0,66,0,0.200247
627,16.0,6,0,1,-21.0,2,3.0,17.0,10.0,74,0,0.208113
628,15.0,5,0,1,-21.0,3,4.0,16.0,10.0,82,0,0.20674
629,14.0,5,0,1,-22.0,2,3.0,17.0,10.0,74,0,0.208376
630,17.0,6,0,1,-20.0,2,4.0,16.0,10.0,74,0,0.21003
631,11.0,6,0,2,-22.0,0,0.0,15.0,10.0,74,0,0.205545
632,12.0,5,0,1,-22.0,2,8.0,10.0,10.0,82,0,0.209959
633,8.0,6,0,1,-24.0,1,1.0,14.0,10.0,82,0,0.206835
634,9.0,6,0,1,-24.0,1,2.0,14.0,10.0,78,0,0.206922
635,7.0,5,0,2,-26.0,2,3.0,13.0,10.0,86,0,0.201243
636,16.0,5,0,2,-19.0,3,5.0,13.0,10.0,82,0,0.210551
637,8.0,6,0,2,-24.0,1,2.0,12.0,10.0,94,0,0.207084
638,11.0,6,0,2,-18.0,0,0.0,11.0,10.0,90,0,0.200006
639,10.0,5,0,4,-20.0,0,0.0,11.0,10.0,114,0,0.204801
640,2.0,4,0,2,-26.0,1,1.0,11.0,10.0,94,0,0.209344
641,8.0,4,0,3,-25.0,3,4.0,12.0,10.0,90,0,0.202763
642,13.0,5,0,2,-21.0,3,8.0,9.0,10.0,50,0,0.204828
643,15.0,5,0,2,-18.0,3,7.0,9.0,10.0,74,0,0.209189
644,10.0,7,0,2,-20.0,0,0.0,11.0,10.0,54,0,0.208264
645,9.0,6,0,1,-21.0,1,1.0,12.0,10.0,74,0,0.20743
646,10.0,6,0,1,-22.0,1,2.0,13.0,10.0,62,0,0.201175
647,15.0,6,0,2,-20.0,3,5.0,12.0,10.0,70,0,0.201978
648,11.0,7,0,2,-19.0,0,0.0,11.0,10.0,82,0,0.204383
649,21.0,6,0,2,-16.0,2,3.0,16.0,10.0,74,0,0.209016
650,16.0,7,0,1,-20.0,1,3.0,15.0,10.0,78,0,0.201603
651,23.0,7,0,2,-12.0,0,0.0,16.0,10.0,70,0,0.206956
652,10.0,6,0,2,-22.0,1,1.0,13.0,10.0,82,0,0.206322
653,13.0,6,0,3,-22.0,1,2.0,14.0,10.0,58,0,0.203514
654,14.0,6,0,2,-21.0,1,1.0,16.0,10.0,94,0,0.209029
655,15.0,6,0,1,-16.0,1,1.0,13.0,10.0,74,0,0.202814
656,11.0,6,0,1,-20.0,0,0.0,14.0,10.0,94,0,0.20343
657,11.0,5,0,1,-22.0,1,2.0,15.0,10.0,98,0,0.203592
658,11.0,5,0,1,-23.0,1,3.0,15.0,10.0,90,0,0.206164
659,11.0,4,0,2,-24.0,1,3.0,16.0,10.0,106,0,0.20019
660,8.0,3,0,1,-26.0,3,5.0,15.0,10.0,110,0,0.203867
661,8.0,3,0,2,-26.0,2,4.0,15.0,10.0,118,0,0.201531
662,11.0,3,0,1,-23.0,2,5.0,15.0,10.0,106,0,0.207284
663,14.0,2,0,2,-25.0,4,9.0,16.0,10.0,102,0,0.203108
664,10.0,2,0,3,-26.0,3,7.0,14.0,10.0,90,0,0.204137
665,3.0,3,0,4,-27.0,0,0.0,13.0,10.0,158,1,0.20321
666,7.0,2,0,2,-25.0,3,7.0,11.0,10.0,102,0,0.20183
667,11.0,2,0,2,-23.0,3,8.0,12.0,10.0,114,0,0.205134
668,10.0,3,0,4,-25.0,1,5.0,13.0,10.0,142,0,0.203732
669,16.0,3,0,1,-21.0,4,10.0,13.0,10.0,74,0,0.201526
670,23.0,5,0,1,-16.0,4,9.0,14.0,10.0,66,0,0.202339
671,20.0,7,0,2,-19.0,2,7.0,13.0,10.0,62,0,0.206712
672,23.0,7,0,1,-20.0,3,9.0,16.0,10.0,70,0,0.200871
673,24.0,8,0,1,-13.0,0,0.0,18.0,10.0,50,0,0.201963
674,15.0,7,0,1,-19.0,1,2.0,14.0,10.0,74,0,0.211367
675,23.0,6,0,1,-14.0,2,3.0,17.0,10.0,62,0,0.211615
676,19.0,7,0,3,-18.0,1,2.0,15.0,10.0,82,0,0.206549
677,18.0,7,0,2,-18.0,0,0.0,17.0,10.0,82,0,0.208174
678,7.0,6,0,1,-24.0,0,0.0,14.0,10.0,90,0,0.208478
679,16.0,5,0,2,-20.0,3,5.0,14.0,10.0,74,0,0.200672
680,19.0,7,0,3,-16.0,0,0.0,15.0,10.0,82,0,0.204509
681,16.0,6,0,2,-18.0,1,1.0,15.0,10.0,78,0,0.204132
682,14.0,6,0,3,-22.0,1,2.0,15.0,10.0,74,0,0.20948
683,13.0,6,0,2,-22.0,0,0.0,17.0,10.0,86,0,0.201789
684,17.0,5,0,4,-19.0,1,1.0,16.0,10.0,78,0,0.200161
685,16.0,5,0,3,-18.0,0,0.0,16.0,10.0,102,0,0.207186
686,10.0,4,0,5,-25.0,0,0.0,16.0,10.0,102,0,0.203424
687,7.0,3,0,3,-26.0,2,3.0,14.0,10.0,90,0,0.202432
688,12.0,4,0,3,-23.0,2,3.0,15.0,10.0,78,0,0.201811
689,14.0,5,0,3,-22.0,1,3.0,15.0,10.0,106,0,0.20744
690,18.0,5,0,2,-17.0,2,5.0,13.0,10.0,90,0,0.206125
691,20.0,5,0,2,-18.0,2,6.0,15.0,10.0,102,0,0.203454
692,10.0,6,0,1,-27.0,1,2.0,18.0,10.0,78,0,0.201384
693,11.0,6,0,1,-26.0,2,2.0,18.0,10.0,82,0,0.2144
694,16.0,6,0,3,-20.0,0,0.0,17.0,10.0,86,0,0.201854
